emp_no,title,salary
460894,Senior Engineer,43735
460897,Assistant Engineer,40000
460902,Engineer,45509
460906,Engineer,40000
460913,Technique Leader,46805
460918,Senior Engineer,40000
460934,Senior Staff,76426
460938,Engineer,47224
460951,Senior Staff,62640
460956,Engineer,77261
460972,Senior Staff,46526
460978,Technique Leader,40000
460987,Senior Staff,67434
460995,Technique Leader,40000
461000,Senior Engineer,40000
461002,Senior Staff,47113
461005,Staff,54122
461006,Technique Leader,55861
461022,Senior Engineer,40000
461024,Senior Engineer,76714
461027,Senior Engineer,61256
461034,Staff,46135
461054,Senior Staff,40187
461058,Senior Engineer,43863
461061,Senior Engineer,48067
461062,Senior Staff,40000
461066,Senior Staff,40000
461081,Engineer,40000
461082,Senior Staff,44074
461091,Engineer,47232
461094,Staff,40521
461096,Senior Engineer,62211
461102,Senior Staff,72104
461118,Senior Engineer,61293
461123,Senior Engineer,40000
461131,Senior Engineer,59760
461140,Technique Leader,73806
461144,Staff,67437
461145,Senior Engineer,51896
461157,Senior Engineer,40000
461158,Senior Staff,55854
461170,Senior Staff,51763
461178,Senior Staff,60489
461181,Staff,49876
461184,Senior Engineer,40000
461185,Senior Staff,40000
461210,Senior Staff,68778
461212,Senior Engineer,58605
461219,Technique Leader,49696
461225,Senior Staff,40667
461226,Senior Engineer,40000
461242,Staff,62844
461264,Senior Staff,40000
461271,Senior Staff,60398
461285,Senior Staff,64740
461291,Senior Staff,81931
461295,Senior Staff,66714
461296,Senior Staff,40000
461303,Senior Engineer,40000
461309,Senior Engineer,57356
461313,Senior Engineer,43019
461317,Technique Leader,61944
461318,Senior Staff,54091
461319,Engineer,43756
461325,Engineer,52380
461328,Senior Staff,97207
461347,Senior Staff,64044
461358,Senior Engineer,50528
461364,Senior Staff,69217
461373,Senior Engineer,41406
461378,Senior Engineer,40000
461380,Engineer,40000
461399,Senior Staff,40000
461400,Engineer,40000
461410,Engineer,41987
461417,Senior Staff,40000
461421,Senior Engineer,64388
461422,Senior Engineer,50188
461452,Senior Staff,40000
461472,Senior Staff,49203
461474,Senior Staff,44144
461480,Senior Engineer,42896
461485,Senior Engineer,40000
461488,Engineer,50358
461531,Senior Staff,40000
461535,Senior Staff,40000
461545,Engineer,40000
461550,Senior Engineer,47797
461556,Senior Engineer,53599
461562,Staff,67196
461566,Senior Engineer,40000
461573,Senior Staff,40000
461582,Senior Staff,40000
461605,Senior Staff,67241
461608,Senior Engineer,51047
461615,Senior Staff,104903
461625,Senior Staff,69097
461628,Engineer,51982
461638,Technique Leader,43123
461640,Senior Engineer,62803
461654,Senior Engineer,43364
461670,Staff,40000
461672,Senior Engineer,40000
461688,Engineer,40000
461691,Staff,58000
461693,Senior Engineer,52377
461694,Senior Staff,70282
461703,Staff,98673
461704,Senior Staff,85514
461711,Senior Engineer,66920
461718,Engineer,40000
461721,Senior Staff,40000
461749,Senior Engineer,48484
461751,Engineer,40000
461757,Senior Engineer,40000
461758,Senior Engineer,61133
461762,Staff,48503
461763,Senior Engineer,54488
461768,Senior Engineer,40000
461769,Senior Engineer,66139
461776,Senior Staff,40000
461778,Senior Staff,73073
461789,Senior Engineer,40000
461803,Senior Staff,70990
461807,Senior Engineer,44331
461808,Senior Staff,56377
461812,Senior Staff,76418
461818,Senior Staff,50340
461820,Senior Engineer,49366
461833,Senior Engineer,40000
461835,Senior Staff,92654
461848,Senior Staff,60142
461860,Engineer,60410
461861,Senior Staff,88539
461866,Senior Engineer,45030
461876,Senior Engineer,46322
461877,Senior Engineer,56919
461882,Senior Staff,63292
461885,Senior Engineer,40000
461886,Staff,70667
461889,Technique Leader,73964
461891,Technique Leader,58184
461898,Engineer,40000
461903,Senior Engineer,40000
461907,Senior Staff,59398
461909,Senior Engineer,40000
461912,Senior Staff,64416
461915,Senior Staff,93843
461928,Senior Engineer,40000
461936,Senior Engineer,40000
461949,Senior Staff,89159
461950,Senior Engineer,59691
461956,Senior Engineer,75720
461957,Senior Staff,55068
461958,Senior Staff,72109
461960,Senior Staff,45705
461962,Senior Engineer,40000
461964,Senior Engineer,40000
461976,Senior Engineer,45364
461979,Senior Engineer,55906
461990,Senior Staff,66172
461997,Senior Staff,60753
462004,Senior Staff,40000
462006,Staff,63003
462016,Staff,70572
462017,Senior Engineer,51885
462028,Senior Engineer,40000
462034,Senior Engineer,45207
462035,Senior Engineer,53355
462036,Senior Staff,42828
462038,Staff,51822
462044,Senior Engineer,40000
462049,Senior Staff,60552
462051,Senior Staff,57636
462059,Technique Leader,60415
462062,Senior Staff,105681
462070,Staff,40000
462073,Senior Staff,52949
462076,Senior Engineer,55552
462080,Engineer,41569
462085,Senior Engineer,40000
462086,Senior Engineer,40000
462091,Senior Engineer,40105
462097,Senior Staff,61867
462109,Senior Staff,60727
462111,Senior Engineer,40000
462116,Engineer,47858
462119,Senior Staff,70395
462128,Engineer,40000
462132,Engineer,40000
462140,Senior Engineer,40000
462144,Senior Staff,40000
462145,Senior Staff,74975
462151,Senior Engineer,43373
462157,Senior Staff,40000
462186,Senior Engineer,72586
462190,Senior Staff,69112
462193,Staff,40000
462197,Senior Engineer,47226
462206,Senior Staff,40000
462208,Senior Staff,77915
462230,Engineer,40000
462231,Senior Staff,85178
462237,Senior Engineer,48170
462246,Senior Engineer,51759
462248,Engineer,40000
462259,Engineer,45968
462264,Senior Staff,57741
462271,Senior Staff,78812
462282,Senior Staff,77346
462284,Senior Staff,69717
462286,Senior Staff,73188
462289,Senior Engineer,44191
462330,Senior Staff,43092
462331,Senior Staff,40000
462332,Staff,48557
462345,Senior Engineer,48849
462351,Senior Engineer,40000
462355,Technique Leader,40000
462368,Senior Engineer,40000
462371,Engineer,40000
462372,Senior Staff,40000
462386,Senior Staff,65659
462387,Senior Staff,76090
462390,Engineer,40000
462403,Senior Engineer,40000
462407,Senior Staff,40000
462409,Staff,40000
462419,Staff,48972
462438,Senior Engineer,40000
462443,Senior Staff,40000
462470,Assistant Engineer,50319
462473,Technique Leader,40000
462484,Senior Engineer,52422
462485,Staff,80603
462506,Senior Engineer,40000
462510,Senior Engineer,40000
462512,Senior Engineer,42090
462518,Senior Staff,53007
462530,Senior Staff,52467
462539,Senior Engineer,40000
462549,Senior Engineer,40000
462552,Senior Engineer,41627
462557,Technique Leader,61742
462559,Senior Engineer,62223
462561,Senior Staff,48983
462563,Technique Leader,40000
462581,Senior Staff,76642
462590,Senior Engineer,47903
462595,Senior Staff,40000
462607,Technique Leader,57114
462618,Technique Leader,50459
462648,Senior Engineer,40000
462659,Senior Staff,89446
462668,Senior Staff,78900
462685,Staff,40000
462690,Senior Staff,71623
462698,Senior Engineer,71679
462703,Senior Staff,41238
462705,Staff,78244
462706,Senior Staff,40000
462734,Senior Engineer,40000
462737,Senior Engineer,47647
462742,Senior Staff,78797
462748,Senior Staff,79648
462749,Senior Engineer,70899
462759,Engineer,54373
462760,Senior Staff,93317
462763,Senior Staff,40000
462765,Senior Staff,58799
462767,Staff,58271
462769,Senior Engineer,40000
462776,Senior Staff,91329
462783,Staff,52855
462790,Senior Staff,40000
462792,Senior Engineer,40000
462800,Senior Engineer,50988
462809,Senior Engineer,45578
462814,Senior Staff,40000
462819,Senior Engineer,40000
462829,Senior Engineer,42444
462831,Senior Staff,42084
462844,Engineer,60011
462849,Senior Staff,66969
462857,Senior Staff,82185
462859,Senior Engineer,40000
462863,Senior Engineer,57925
462865,Senior Staff,62660
462866,Technique Leader,40000
462872,Senior Staff,75731
462875,Senior Engineer,55193
462890,Staff,40000
462892,Staff,70221
462911,Senior Staff,74067
462919,Senior Engineer,76932
462924,Senior Engineer,57196
462925,Senior Staff,63463
462932,Staff,76143
462933,Senior Engineer,55791
462955,Senior Engineer,56942
462957,Senior Engineer,40000
462969,Senior Staff,68078
462982,Senior Staff,64643
462987,Senior Staff,55313
462994,Senior Staff,59828
462999,Senior Staff,40000
463010,Senior Engineer,55038
463019,Senior Staff,68935
463027,Senior Engineer,47371
463029,Technique Leader,44354
463030,Senior Staff,50562
463031,Staff,40000
463041,Senior Engineer,64616
463042,Engineer,40000
463067,Senior Engineer,40000
463075,Engineer,50071
463076,Senior Engineer,40000
463078,Senior Staff,47308
463081,Senior Engineer,61577
463092,Senior Engineer,72275
463093,Senior Staff,53053
463098,Technique Leader,40000
463131,Senior Engineer,43164
463141,Senior Engineer,40000
463147,Senior Staff,72377
463149,Staff,40000
463152,Senior Engineer,43401
463155,Senior Engineer,40000
463156,Senior Staff,40000
463161,Senior Engineer,53523
463185,Senior Staff,63224
463187,Technique Leader,47817
463214,Engineer,40000
463240,Senior Engineer,58736
463250,Senior Engineer,40000
463252,Senior Engineer,45269
463256,Senior Staff,55229
463260,Senior Engineer,56233
463286,Senior Staff,50215
463295,Senior Staff,75952
463310,Senior Engineer,44569
463311,Senior Engineer,51455
463312,Staff,80815
463316,Senior Engineer,62106
463317,Senior Staff,40000
463327,Senior Engineer,40000
463330,Senior Staff,40000
463334,Assistant Engineer,40000
463340,Senior Engineer,69259
463351,Senior Staff,46932
463357,Staff,88692
463360,Senior Staff,70446
463368,Senior Engineer,40000
463370,Staff,40000
463377,Staff,47121
463388,Senior Staff,40000
463392,Senior Staff,40000
463393,Senior Engineer,40000
463397,Senior Staff,78071
463401,Senior Staff,40000
463413,Senior Engineer,62030
463426,Senior Engineer,40000
463431,Senior Staff,48596
463444,Senior Engineer,40000
463449,Senior Engineer,40000
463451,Senior Engineer,71922
463459,Senior Engineer,40000
463463,Senior Staff,74812
463464,Senior Engineer,62210
463491,Engineer,40000
463500,Senior Staff,66078
463506,Assistant Engineer,40000
463519,Senior Staff,62692
463524,Senior Engineer,46031
463529,Senior Engineer,52483
463535,Senior Staff,72047
463537,Senior Staff,44965
463544,Senior Engineer,40833
463548,Engineer,40000
463549,Senior Engineer,40000
463551,Senior Engineer,40000
463552,Staff,40000
463554,Senior Engineer,40000
463556,Senior Staff,40000
463608,Engineer,56896
463615,Senior Staff,40000
463621,Senior Engineer,40000
463630,Senior Engineer,40000
463634,Senior Engineer,41913
463649,Senior Staff,82461
463658,Staff,75972
463659,Senior Engineer,40000
463660,Senior Staff,50303
463661,Senior Staff,71590
463665,Senior Engineer,40000
463672,Senior Engineer,40000
463679,Senior Engineer,40000
463680,Senior Engineer,72661
463681,Senior Engineer,72716
463686,Senior Engineer,65837
463696,Senior Staff,58152
463699,Technique Leader,46499
463700,Senior Staff,40000
463701,Senior Engineer,40000
463717,Senior Staff,40000
463725,Senior Engineer,48635
463731,Senior Staff,40000
463736,Senior Engineer,40000
463738,Senior Engineer,57530
463746,Staff,71610
463748,Engineer,49062
463751,Senior Engineer,44154
463760,Senior Engineer,41448
463768,Engineer,40000
463777,Senior Staff,40237
463781,Senior Staff,61247
463782,Senior Staff,70598
463785,Senior Staff,80811
463793,Senior Staff,40000
463796,Senior Engineer,40000
463804,Senior Engineer,40000
463806,Engineer,51940
463808,Senior Engineer,40000
463814,Senior Engineer,45575
463825,Staff,52666
463845,Senior Engineer,61742
463850,Technique Leader,40000
463862,Senior Engineer,40000
463863,Senior Engineer,40000
463869,Senior Staff,53120
463910,Engineer,73010
463917,Senior Engineer,40000
463921,Staff,66887
463932,Senior Staff,65062
463935,Engineer,65203
463936,Senior Staff,76945
463945,Senior Staff,67732
463959,Senior Engineer,40000
463973,Senior Staff,57550
463978,Senior Engineer,42858
463980,Senior Staff,75584
463993,Senior Engineer,42636
463997,Technique Leader,40000
464001,Senior Engineer,61506
464005,Senior Engineer,40095
464006,Senior Engineer,44660
464010,Senior Staff,53989
464020,Senior Engineer,40000
464022,Staff,69698
464024,Senior Engineer,40000
464025,Senior Engineer,40000
464033,Senior Engineer,40000
464039,Technique Leader,46374
464040,Staff,56302
464050,Senior Staff,57980
464051,Senior Staff,69311
464054,Senior Engineer,55944
464059,Senior Staff,40000
464087,Engineer,40000
464089,Senior Staff,49246
464102,Senior Engineer,41086
464125,Senior Staff,40000
464128,Staff,62924
464135,Staff,40000
464140,Senior Staff,40000
464141,Senior Staff,76732
464144,Senior Staff,40000
464147,Assistant Engineer,43301
464151,Senior Staff,44990
464153,Senior Staff,40000
464154,Senior Staff,40000
464155,Assistant Engineer,58707
464160,Engineer,40000
464174,Technique Leader,56106
464179,Senior Engineer,50583
464194,Senior Engineer,40000
464200,Senior Staff,70792
464206,Senior Staff,40000
464220,Senior Engineer,48270
464229,Technique Leader,64716
464242,Staff,76556
464258,Engineer,50047
464282,Senior Engineer,47654
464295,Senior Engineer,40000
464300,Senior Engineer,40049
464310,Senior Staff,57062
464312,Senior Engineer,51267
464319,Senior Engineer,58810
464320,Senior Staff,51230
464322,Senior Staff,53403
464326,Engineer,64531
464338,Technique Leader,66687
464339,Staff,79462
464346,Senior Staff,54623
464356,Senior Staff,40000
464365,Senior Staff,86032
464366,Senior Engineer,69835
464367,Technique Leader,40000
464372,Senior Staff,57125
464374,Senior Engineer,42675
464383,Senior Staff,53303
464386,Senior Staff,40000
464387,Staff,70309
464417,Senior Engineer,46387
464425,Senior Staff,40000
464427,Staff,59801
464428,Engineer,40000
464437,Senior Engineer,40000
464439,Senior Staff,48581
464447,Senior Staff,40000
464454,Senior Engineer,61684
464470,Engineer,53637
464477,Senior Staff,40000
464478,Senior Engineer,41245
464480,Assistant Engineer,40000
464483,Engineer,40000
464494,Senior Staff,40000
464504,Senior Staff,60909
464515,Senior Engineer,57069
464517,Staff,40000
464524,Senior Engineer,48416
464531,Senior Staff,53850
464534,Senior Engineer,40000
464542,Senior Engineer,40000
464544,Senior Staff,65795
464549,Engineer,40896
464550,Senior Staff,43916
464555,Senior Staff,92229
464573,Senior Engineer,40000
464588,Senior Staff,41483
464590,Senior Engineer,63085
464599,Staff,58701
464600,Senior Engineer,56984
464601,Senior Engineer,52982
464604,Senior Engineer,51562
464614,Senior Engineer,65464
464622,Senior Staff,77162
464631,Senior Engineer,52224
464637,Senior Engineer,50711
464639,Senior Engineer,40000
464640,Senior Staff,63739
464642,Engineer,53155
464650,Senior Engineer,58086
464654,Senior Staff,92168
464657,Staff,60713
464681,Staff,68613
464692,Senior Staff,48961
464695,Senior Engineer,60781
464698,Engineer,60370
464699,Technique Leader,41843
464701,Senior Staff,77627
464708,Staff,78674
464713,Senior Engineer,41322
464723,Technique Leader,42198
464724,Senior Staff,50423
464725,Senior Engineer,71272
464730,Senior Staff,74915
464732,Senior Engineer,72239
464744,Senior Staff,40000
464757,Senior Engineer,40823
464769,Senior Staff,40000
464773,Senior Engineer,77251
464778,Senior Engineer,64735
464799,Senior Engineer,40000
464805,Senior Staff,43347
464818,Senior Engineer,59070
464820,Engineer,53164
464838,Engineer,63675
464839,Senior Staff,70636
464845,Senior Engineer,56522
464853,Senior Engineer,44269
464857,Senior Staff,53940
464859,Senior Engineer,41799
464864,Senior Staff,73955
464865,Engineer,44371
464866,Engineer,63786
464871,Technique Leader,40190
464889,Senior Engineer,40000
464906,Senior Engineer,50718
464909,Engineer,41262
464913,Senior Staff,41994
464914,Senior Engineer,40000
464924,Engineer,61177
464933,Technique Leader,40000
464935,Engineer,40000
464937,Assistant Engineer,43713
464939,Senior Staff,64000
464942,Staff,78438
464953,Senior Engineer,40000
464974,Senior Engineer,53694
464976,Senior Engineer,40000
464995,Engineer,57191
464996,Senior Engineer,51388
464999,Senior Engineer,43625
465027,Senior Engineer,60815
465033,Senior Staff,40000
465053,Senior Staff,47193
465054,Senior Staff,40000
465072,Staff,61139
465096,Senior Engineer,46051
465098,Senior Engineer,40000
465103,Senior Engineer,40000
465104,Assistant Engineer,54407
465106,Senior Staff,40000
465119,Senior Staff,48006
465131,Senior Staff,61774
465134,Senior Engineer,40000
465135,Staff,71752
465137,Senior Staff,66564
465146,Senior Staff,58210
465162,Senior Staff,54631
465175,Senior Engineer,40386
465194,Senior Engineer,67722
465195,Senior Engineer,40000
465199,Senior Engineer,61761
465207,Senior Staff,52362
465228,Senior Staff,69101
465238,Senior Engineer,50114
465245,Senior Staff,52611
465268,Senior Staff,57857
465279,Staff,40000
465289,Staff,82557
465290,Senior Engineer,43815
465293,Senior Engineer,50454
